sats,time,lat,long,velocity_kmh,heading,height,Vert_accel,basura
011,400350.00,-01650.729780,+03894.964240,044.34,321.81,+0303.35,-0000.13,
011,400350.10,-01650.729260,+03894.964710,044.12,321.25,+0303.28,-0000.21,
011,400350.20,-01650.728740,+03894.965180,044.15,320.33,+0303.26,-0000.12,
011,400350.30,-01650.728230,+03894.965660,043.63,320.16,+0303.24,-0000.18,
011,400350.40,-01650.727720,+03894.966130,043.28,319.80,+0303.25,-0000.17,
011,400350.50,-01650.727230,+03894.966590,042.69,319.28,+0303.18,-0000.19,
011,400350.60,-01650.726750,+03894.967060,042.30,318.88,+0303.17,-0000.16,
011,400350.70,-01650.726280,+03894.967520,041.64,318.54,+0303.14,-0000.24,
011,400350.80,-01650.725810,+03894.967990,041.66,318.12,+0303.06,-0000.26,
011,400350.90,-01650.725340,+03894.968450,041.18,318.02,+0303.03,-0000.22,
011,400351.00,-01650.724880,+03894.968910,040.94,317.75,+0303.00,-0000.22,
011,400351.10,-01650.724440,+03894.969370,039.95,316.33,+0303.03,-0000.12,
011,400351.20,-01650.724000,+03894.969820,039.65,315.92,+0303.00,-0000.14,
011,400351.30,-01650.723560,+03894.970300,040.22,315.97,+0302.93,-0000.15,
011,400351.40,-01650.723130,+03894.970770,039.92,314.87,+0302.88,-0000.16,
011,400351.50,-01650.722710,+03894.971250,039.48,313.63,+0302.89,-0000.21,
011,400351.60,-01650.722290,+03894.971740,039.31,313.54,+0302.90,-0000.18,
011,400351.70,-01650.721880,+03894.972220,039.01,313.36,+0302.84,-0000.22,
011,400351.80,-01650.721480,+03894.972700,038.94,311.99,+0302.78,-0000.17,
011,400351.90,-01650.721070,+03894.973190,039.12,312.25,+0302.65,-0000.20,
011,400352.00,-01650.720670,+03894.973670,038.50,311.63,+0302.57,-0000.26,
011,400352.10,-01650.720290,+03894.974160,038.49,310.71,+0302.45,-0000.22,
011,400352.20,-01650.719910,+03894.974650,038.08,309.98,+0302.38,-0000.20,
011,400352.30,-01650.719540,+03894.975150,038.05,308.68,+0302.36,-0000.20,
011,400352.40,-01650.719180,+03894.975650,037.96,307.91,+0302.30,-0000.25,
011,400352.50,-01650.718820,+03894.976160,038.08,307.44,+0302.23,-0000.25,
011,400352.60,-01650.718470,+03894.976680,037.85,306.90,+0302.14,-0000.23,
011,400352.70,-01650.718130,+03894.977190,037.86,306.41,+0302.03,-0000.37,
011,400352.80,-01650.717800,+03894.977700,037.32,305.58,+0301.95,-0000.27,
011,400352.90,-01650.717480,+03894.978240,037.91,302.79,+0301.93,-0000.32,
011,400353.00,-01650.717170,+03894.978750,037.23,303.58,+0301.93,-0000.29,
011,400353.10,-01650.716870,+03894.979270,036.85,301.94,+0301.83,-0000.38,
011,400353.20,-01650.716580,+03894.979790,036.74,302.31,+0301.77,-0000.30,
011,400353.30,-01650.716280,+03894.980300,036.48,301.93,+0301.66,-0000.38,
011,400353.40,-01650.716010,+03894.980830,036.66,299.27,+0301.73,-0000.30,
011,400353.50,-01650.715750,+03894.981360,036.62,298.95,+0301.64,-0000.31,
011,400353.60,-01650.715490,+03894.981890,036.70,298.43,+0301.67,-0000.21,
011,400353.70,-01650.715240,+03894.982410,036.34,297.60,+0301.63,-0000.35,
011,400353.80,-01650.715000,+03894.982940,035.95,296.66,+0301.62,-0000.18,
011,400353.90,-01650.714780,+03894.983470,035.93,295.96,+0301.40,-0000.36,
011,400354.00,-01650.714560,+03894.983990,035.63,296.81,+0301.10,-0000.46,
011,400354.10,-01650.714340,+03894.984520,036.31,296.39,+0300.86,-0000.63,
011,400354.20,-01650.714130,+03894.985060,036.25,294.94,+0300.62,-0000.73,
011,400354.30,-01650.713900,+03894.985620,036.91,294.25,+0300.60,-0000.78,
011,400354.40,-01650.713700,+03894.986170,036.07,294.01,+0300.50,-0000.65,
011,400354.50,-01650.713500,+03894.986710,036.34,293.57,+0300.41,-0000.66,
011,400354.60,-01650.713300,+03894.987250,035.74,293.06,+0300.38,-0000.57,
011,400354.70,-01650.713110,+03894.987790,036.09,292.60,+0300.30,-0000.48,
011,400354.80,-01650.712920,+03894.988340,036.36,293.19,+0300.26,-0000.46,
011,400354.90,-01650.712720,+03894.988900,036.04,292.58,+0300.20,-0000.41,
011,400355.00,-01650.712530,+03894.989460,036.16,292.57,+0300.16,-0000.39,
011,400355.10,-01650.712330,+03894.990030,036.20,292.05,+0300.11,-0000.35,
011,400355.20,-01650.712130,+03894.990600,036.25,291.64,+0300.11,-0000.34,
011,400355.30,-01650.711940,+03894.991140,035.34,292.03,+0300.01,-0000.36,
011,400355.40,-01650.711740,+03894.991710,036.10,291.34,+0300.05,-0000.26,
011,400355.50,-01650.711550,+03894.992280,036.36,290.70,+0300.06,-0000.27,
011,400355.60,-01650.711360,+03894.992870,036.51,290.07,+0300.13,-0000.25,
011,400355.70,-01650.711170,+03894.993470,036.75,290.04,+0300.20,-0000.29,
011,400355.80,-01650.710980,+03894.994060,037.22,289.74,+0300.21,-0000.22,
011,400355.90,-01650.710790,+03894.994650,036.93,290.03,+0300.18,-0000.22,
011,400356.00,-01650.710600,+03894.995240,037.12,289.79,+0300.18,-0000.22,
011,400356.10,-01650.710410,+03894.995830,037.61,289.61,+0300.22,-0000.22,
011,400356.20,-01650.710220,+03894.996440,037.97,288.78,+0300.27,-0000.19,
011,400356.30,-01650.710040,+03894.997040,037.52,289.51,+0300.31,-0000.14,
011,400356.40,-01650.709850,+03894.997640,037.67,288.81,+0300.31,-0000.14,
011,400356.50,-01650.709670,+03894.998250,037.98,288.94,+0300.41,-0000.15,
011,400356.60,-01650.709480,+03894.998860,038.34,289.12,+0300.44,-0000.11,
011,400356.70,-01650.709290,+03894.999480,038.14,288.69,+0300.45,-0000.16,
011,400356.80,-01650.709100,+03895.000100,038.50,288.56,+0300.46,-0000.16,
011,400356.90,-01650.708910,+03895.000710,038.68,288.60,+0300.44,-0000.13,
011,400357.00,-01650.708720,+03895.001340,038.62,288.16,+0300.42,-0000.13,
011,400357.10,-01650.708540,+03895.001960,038.27,287.92,+0300.42,-0000.16,
011,400357.20,-01650.708360,+03895.002580,038.49,288.09,+0300.41,-0000.24,
011,400357.30,-01650.708180,+03895.003220,038.79,287.07,+0300.43,-0000.27,
011,400357.40,-01650.708010,+03895.003860,039.07,286.93,+0300.46,-0000.24,
011,400357.50,-01650.707840,+03895.004500,038.61,286.36,+0300.47,-0000.28,
011,400357.60,-01650.707670,+03895.005140,038.80,286.00,+0300.48,-0000.23,
011,400357.70,-01650.707500,+03895.005770,038.55,286.78,+0300.43,-0000.35,
011,400357.80,-01650.707330,+03895.006400,038.66,287.29,+0300.40,-0000.33,
011,400357.90,-01650.707150,+03895.007030,038.92,287.51,+0300.43,-0000.28,
011,400358.00,-01650.706960,+03895.007650,038.62,288.43,+0300.46,-0000.26,
011,400358.10,-01650.706780,+03895.008280,038.66,287.19,+0300.47,-0000.33,
011,400358.20,-01650.706610,+03895.008910,038.55,287.28,+0300.50,-0000.33,
011,400358.30,-01650.706420,+03895.009550,039.19,287.90,+0300.52,-0000.48,
011,400358.40,-01650.706240,+03895.010190,039.43,288.11,+0300.55,-0000.48,
011,400358.50,-01650.706050,+03895.010810,038.99,288.45,+0300.60,-0000.36,
011,400358.60,-01650.705860,+03895.011440,038.55,288.33,+0300.65,-0000.41,
011,400358.70,-01650.705670,+03895.012060,039.05,288.81,+0300.64,-0000.30,
011,400358.80,-01650.705480,+03895.012690,038.81,288.90,+0300.61,-0000.49,
011,400358.90,-01650.705290,+03895.013320,039.09,288.99,+0300.67,-0000.46,
011,400359.00,-01650.705100,+03895.013960,039.24,288.65,+0300.76,-0000.36,
011,400359.10,-01650.704910,+03895.014590,038.96,288.84,+0300.79,-0000.42,
011,400359.20,-01650.704720,+03895.015230,039.19,289.41,+0300.86,-0000.42,
011,400359.30,-01650.704520,+03895.015880,039.85,288.53,+0301.00,-0000.42,
011,400359.40,-01650.704330,+03895.016530,039.73,288.83,+0301.10,-0000.40,
011,400359.50,-01650.704140,+03895.017180,040.25,289.33,+0301.15,-0000.48,
011,400359.60,-01650.703940,+03895.017810,039.52,289.54,+0301.20,-0000.40,
011,400359.70,-01650.703730,+03895.018460,040.22,289.84,+0301.33,-0000.34,
011,400359.80,-01650.703540,+03895.019090,039.94,289.66,+0301.45,-0000.20,
011,400359.90,-01650.703340,+03895.019740,039.80,289.23,+0301.59,-0000.24,
011,400400.00,-01650.703150,+03895.020380,040.18,289.06,+0301.64,-0000.24,
011,400400.10,-01650.702960,+03895.021020,039.73,289.02,+0301.66,-0000.23,
011,400400.20,-01650.702770,+03895.021670,040.27,288.74,+0301.82,-0000.27,
011,400400.30,-01650.702580,+03895.022330,040.40,288.23,+0301.94,-0000.19,
011,400400.40,-01650.702390,+03895.022980,040.64,288.97,+0302.06,-0000.16,
011,400400.50,-01650.702200,+03895.023640,040.47,288.69,+0302.13,-0000.08,
011,400400.60,-01650.702000,+03895.024300,040.72,288.67,+0302.21,-0000.08,
011,400400.70,-01650.701810,+03895.024960,040.64,287.98,+0302.30,-0000.01,
011,400400.80,-01650.701610,+03895.025630,040.50,288.87,+0302.41,-0000.02,
011,400400.90,-01650.701420,+03895.026290,040.75,288.25,+0302.45,+0000.00,
011,400401.00,-01650.701220,+03895.026940,040.30,289.02,+0302.51,+0000.12,
011,400401.10,-01650.701020,+03895.027590,040.55,289.39,+0302.58,+0000.03,
011,400401.20,-01650.700820,+03895.028250,040.74,289.12,+0302.64,+0000.04,
011,400401.30,-01650.700610,+03895.028920,041.28,289.02,+0302.66,-0000.00,
011,400401.40,-01650.700410,+03895.029580,040.71,289.27,+0302.70,-0000.07,
011,400401.50,-01650.700200,+03895.030250,041.26,289.24,+0302.74,-0000.03,
011,400401.60,-01650.699990,+03895.030910,041.33,289.54,+0302.74,-0000.05,
011,400401.70,-01650.699790,+03895.031570,040.77,289.44,+0302.79,-0000.09,
011,400401.80,-01650.699580,+03895.032240,041.33,289.17,+0302.85,-0000.14,
011,400401.90,-01650.699370,+03895.032920,041.61,288.64,+0302.96,-0000.10,
011,400402.00,-01650.699170,+03895.033590,041.41,289.18,+0303.05,-0000.03,
011,400402.10,-01650.698960,+03895.034280,041.69,289.08,+0303.14,-0000.12,
011,400402.20,-01650.698750,+03895.034950,041.66,289.12,+0303.21,-0000.12,
011,400402.30,-01650.698540,+03895.035640,042.14,289.33,+0303.33,-0000.09,
011,400402.40,-01650.698330,+03895.036330,041.90,289.00,+0303.44,-0000.08,
011,400402.50,-01650.698120,+03895.037010,041.88,288.98,+0303.57,-0000.03,
011,400402.60,-01650.697910,+03895.037690,041.78,289.39,+0303.63,-0000.07,
011,400402.70,-01650.697690,+03895.038360,041.84,289.94,+0303.64,-0000.07,
011,400402.80,-01650.697470,+03895.039030,041.96,290.01,+0303.62,-0000.17,
011,400402.90,-01650.697250,+03895.039700,042.09,289.80,+0303.58,-0000.16,
011,400403.00,-01650.697030,+03895.040370,041.87,289.58,+0303.53,-0000.23,
011,400403.10,-01650.696820,+03895.041050,042.22,289.66,+0303.54,-0000.25,
011,400403.20,-01650.696610,+03895.041730,042.16,288.88,+0303.58,-0000.34,
011,400403.30,-01650.696400,+03895.042430,042.42,288.79,+0303.70,-0000.19,
011,400403.40,-01650.696190,+03895.043110,042.42,288.91,+0303.74,-0000.25,
011,400403.50,-01650.695980,+03895.043800,042.48,289.12,+0303.79,-0000.18,
011,400403.60,-01650.695760,+03895.044480,042.55,289.63,+0303.78,-0000.14,
011,400403.70,-01650.695540,+03895.045170,042.48,289.15,+0303.82,-0000.24,
011,400403.80,-01650.695330,+03895.045860,042.63,289.17,+0303.89,-0000.26,
011,400403.90,-01650.695110,+03895.046550,042.86,289.34,+0303.98,-0000.20,
011,400404.00,-01650.694890,+03895.047230,042.74,289.14,+0303.98,-0000.17,
011,400404.10,-01650.694680,+03895.047920,042.82,288.82,+0304.06,-0000.15,
011,400404.20,-01650.694480,+03895.048620,042.95,288.33,+0304.12,-0000.21,
011,400404.30,-01650.694270,+03895.049310,043.09,288.83,+0304.14,-0000.12,
011,400404.40,-01650.694060,+03895.050000,042.85,288.86,+0304.20,-0000.12,
011,400404.50,-01650.693840,+03895.050700,043.10,288.57,+0304.23,-0000.13,
011,400404.60,-01650.693630,+03895.051400,043.18,288.69,+0304.24,-0000.15,
011,400404.70,-01650.693420,+03895.052100,043.25,288.60,+0304.22,-0000.17,
011,400404.80,-01650.693210,+03895.052790,042.96,288.22,+0304.21,-0000.23,
011,400404.90,-01650.693010,+03895.053500,043.08,287.35,+0304.23,-0000.32,
011,400405.00,-01650.692810,+03895.054200,043.24,288.38,+0304.29,-0000.19,
011,400405.10,-01650.692590,+03895.054900,043.26,288.58,+0304.28,-0000.30,
011,400405.20,-01650.692380,+03895.055600,043.63,288.71,+0304.25,-0000.39,
011,400405.30,-01650.692160,+03895.056290,043.14,289.09,+0304.24,-0000.30,
011,400405.40,-01650.691950,+03895.056980,043.30,288.46,+0304.28,-0000.31,
011,400405.50,-01650.691750,+03895.057670,042.71,288.38,+0304.32,-0000.17,
011,400405.60,-01650.691550,+03895.058360,042.84,288.02,+0304.36,-0000.17,
011,400405.70,-01650.691330,+03895.059080,043.85,288.46,+0304.39,-0000.35,
011,400405.80,-01650.691120,+03895.059810,044.94,288.73,+0304.48,-0000.39,
011,400405.90,-01650.690900,+03895.060520,044.31,288.78,+0304.53,-0000.31,
011,400406.00,-01650.690680,+03895.061240,044.26,289.21,+0304.56,-0000.28,
011,400406.10,-01650.690460,+03895.061940,043.53,289.30,+0304.62,-0000.20,
011,400406.20,-01650.690240,+03895.062640,043.57,288.92,+0304.63,-0000.28,
011,400406.30,-01650.690020,+03895.063340,043.50,289.84,+0304.66,-0000.23,
011,400406.40,-01650.689800,+03895.064030,043.29,289.88,+0304.67,-0000.25,
011,400406.50,-01650.689570,+03895.064740,044.14,289.63,+0304.68,-0000.37,
011,400406.60,-01650.689350,+03895.065440,043.48,289.87,+0304.76,-0000.29,
011,400406.70,-01650.689120,+03895.066140,043.39,289.96,+0304.83,-0000.26,
011,400406.80,-01650.688900,+03895.066840,043.35,289.99,+0304.84,-0000.22,
011,400406.90,-01650.688670,+03895.067530,043.16,290.47,+0304.87,-0000.19,
011,400407.00,-01650.688440,+03895.068210,043.14,290.85,+0304.85,-0000.22,
011,400407.10,-01650.688210,+03895.068880,042.56,290.71,+0304.81,-0000.18,
011,400407.20,-01650.687990,+03895.069550,042.01,290.63,+0304.86,-0000.16,
011,400407.30,-01650.687760,+03895.070240,042.56,290.87,+0304.97,-0000.20,
011,400407.40,-01650.687540,+03895.070920,042.28,290.10,+0305.10,-0000.15,
011,400407.50,-01650.687320,+03895.071600,042.33,289.72,+0305.14,-0000.18,
011,400407.60,-01650.687100,+03895.072270,042.20,290.04,+0305.28,+0000.07,
011,400407.70,-01650.686890,+03895.072930,041.50,289.50,+0305.34,+0000.05,
011,400407.80,-01650.686660,+03895.073590,041.52,291.62,+0305.38,+0000.06,
011,400407.90,-01650.686440,+03895.074250,041.43,291.26,+0305.41,-0000.03,
011,400408.00,-01650.686210,+03895.074890,041.64,291.53,+0305.43,+0000.05,
011,400408.10,-01650.685980,+03895.075550,041.53,291.73,+0305.48,-0000.01,
011,400408.20,-01650.685740,+03895.076210,041.93,292.39,+0305.49,-0000.13,
011,400408.30,-01650.685500,+03895.076870,042.10,292.59,+0305.55,-0000.20,
011,400408.40,-01650.685260,+03895.077540,042.01,291.65,+0305.62,-0000.28,
011,400408.50,-01650.685020,+03895.078200,042.09,292.21,+0305.64,-0000.27,
011,400408.60,-01650.684790,+03895.078860,042.01,292.19,+0305.70,-0000.26,
011,400408.70,-01650.684550,+03895.079530,041.98,291.21,+0305.74,-0000.30,
011,400408.80,-01650.684320,+03895.080190,041.96,291.66,+0305.81,-0000.18,
011,400408.90,-01650.684090,+03895.080850,042.11,291.47,+0305.88,-0000.08,
011,400409.00,-01650.683870,+03895.081500,041.03,290.97,+0305.90,-0000.14,
011,400409.10,-01650.683640,+03895.082150,041.42,291.17,+0305.93,-0000.02,
011,400409.20,-01650.683420,+03895.082820,041.78,290.80,+0305.95,-0000.12,
011,400409.30,-01650.683200,+03895.083460,040.91,291.24,+0305.93,-0000.01,
011,400409.40,-01650.682970,+03895.084100,040.95,291.10,+0305.93,-0000.04,
011,400409.50,-01650.682750,+03895.084760,041.35,291.05,+0305.95,-0000.08,
011,400409.60,-01650.682520,+03895.085430,041.90,290.86,+0305.94,-0000.27,
011,400409.70,-01650.682290,+03895.086090,041.87,290.94,+0305.95,-0000.17,
011,400409.80,-01650.682070,+03895.086750,041.66,290.50,+0305.99,-0000.25,
011,400409.90,-01650.681860,+03895.087410,041.18,290.25,+0306.07,-0000.11,
011,400410.00,-01650.681640,+03895.088050,040.98,290.49,+0306.02,-0000.11,
011,400410.10,-01650.681430,+03895.088700,040.89,291.00,+0305.99,-0000.08,
011,400410.20,-01650.681210,+03895.089340,040.96,290.61,+0305.99,-0000.15,
011,400410.30,-01650.681000,+03895.089980,040.21,289.98,+0305.99,-0000.20,
011,400410.40,-01650.680800,+03895.090630,040.53,289.21,+0306.03,-0000.20,
011,400410.50,-01650.680590,+03895.091280,040.69,289.35,+0306.08,-0000.29,
011,400410.60,-01650.680390,+03895.091930,040.75,289.09,+0306.10,-0000.29,
011,400410.70,-01650.680200,+03895.092570,040.32,289.30,+0306.12,-0000.27,
011,400410.80,-01650.680010,+03895.093210,039.78,288.68,+0306.19,-0000.17,
011,400410.90,-01650.679820,+03895.093840,039.82,288.66,+0306.17,-0000.16,
011,400411.00,-01650.679620,+03895.094470,039.83,288.98,+0306.18,-0000.13,
011,400411.10,-01650.679430,+03895.095110,039.54,288.69,+0306.21,-0000.23,
011,400411.20,-01650.679230,+03895.095750,040.48,289.44,+0306.22,-0000.18,
011,400411.30,-01650.679030,+03895.096400,039.94,288.91,+0306.22,-0000.32,
011,400411.40,-01650.678840,+03895.097030,039.58,288.69,+0306.23,-0000.21,
011,400411.50,-01650.678650,+03895.097650,039.48,288.80,+0306.25,-0000.12,
011,400411.60,-01650.678460,+03895.098280,039.06,288.48,+0306.29,-0000.12,
011,400411.70,-01650.678270,+03895.098900,038.83,288.69,+0306.32,-0000.01,
011,400411.80,-01650.678080,+03895.099520,038.97,288.59,+0306.33,-0000.03,
011,400411.90,-01650.677890,+03895.100150,039.10,288.35,+0306.37,-0000.15,
011,400412.00,-01650.677690,+03895.100780,039.45,289.26,+0306.40,-0000.12,
011,400412.10,-01650.677500,+03895.101400,039.18,289.12,+0306.42,-0000.03,
011,400412.20,-01650.677300,+03895.102020,039.09,288.99,+0306.47,-0000.02,
011,400412.30,-01650.677110,+03895.102630,038.86,288.93,+0306.45,+0000.06,
011,400412.40,-01650.676910,+03895.103250,038.91,289.18,+0306.46,-0000.02,
011,400412.50,-01650.676710,+03895.103890,039.62,288.90,+0306.57,-0000.08,
011,400412.60,-01650.676520,+03895.104530,039.78,288.80,+0306.63,+0000.01,
011,400412.70,-01650.676330,+03895.105150,038.83,288.56,+0306.75,+0000.18,
011,400412.80,-01650.676140,+03895.105760,038.46,288.89,+0306.80,+0000.21,
011,400412.90,-01650.675940,+03895.106370,038.70,289.35,+0306.86,+0000.28,
011,400413.00,-01650.675740,+03895.107000,039.07,289.44,+0306.92,+0000.19,
011,400413.10,-01650.675540,+03895.107610,038.71,290.08,+0306.95,+0000.19,
011,400413.20,-01650.675330,+03895.108230,038.91,289.98,+0307.01,+0000.21,
011,400413.30,-01650.675120,+03895.108850,039.09,290.32,+0307.09,+0000.27,
011,400413.40,-01650.674910,+03895.109440,038.47,290.79,+0307.09,+0000.32,
011,400413.50,-01650.674710,+03895.110040,037.94,290.30,+0307.12,+0000.27,
011,400413.60,-01650.674510,+03895.110640,038.10,291.03,+0307.18,+0000.27,
011,400413.70,-01650.674310,+03895.111220,037.47,290.07,+0307.23,+0000.34,
011,400413.80,-01650.674120,+03895.111810,037.27,289.49,+0307.29,+0000.29,
011,400413.90,-01650.673940,+03895.112400,036.68,289.42,+0307.35,+0000.33,
011,400414.00,-01650.673760,+03895.112980,036.86,289.39,+0307.38,+0000.24,
011,400414.10,-01650.673570,+03895.113570,037.24,290.03,+0307.40,+0000.19,
011,400414.20,-01650.673380,+03895.114140,036.88,289.84,+0307.39,+0000.19,
011,400414.30,-01650.673190,+03895.114720,036.53,290.11,+0307.38,+0000.20,
011,400414.40,-01650.673010,+03895.115280,035.64,289.52,+0307.44,+0000.20,
011,400414.50,-01650.672820,+03895.115850,036.26,289.31,+0307.51,+0000.33,
011,400414.60,-01650.672650,+03895.116400,034.34,289.54,+0307.53,+0000.41,
011,400414.70,-01650.672490,+03895.116940,033.92,288.85,+0307.56,+0000.43,
011,400414.80,-01650.672340,+03895.117450,032.26,287.57,+0307.64,+0000.71,
011,400414.90,-01650.672210,+03895.117930,029.99,287.64,+0307.71,+0000.89,
011,400415.00,-01650.672070,+03895.118420,029.84,287.74,+0307.94,+0001.08,
011,400415.10,-01650.671940,+03895.118900,029.48,288.12,+0308.13,+0001.25,
011,400415.20,-01650.671780,+03895.119390,030.69,289.75,+0308.10,+0000.86,
011,400415.30,-01650.671620,+03895.119890,031.13,288.18,+0308.12,+0000.55,
011,400415.40,-01650.671460,+03895.120400,031.53,289.74,+0308.18,+0000.47,
011,400415.50,-01650.671310,+03895.120900,031.72,289.10,+0308.19,+0000.30,
011,400415.60,-01650.671160,+03895.121410,031.51,288.21,+0308.17,+0000.07,
011,400415.70,-01650.671000,+03895.121910,031.76,289.30,+0308.14,-0000.04,
011,400415.80,-01650.670850,+03895.122400,031.01,289.49,+0308.11,+0000.04,
011,400415.90,-01650.670710,+03895.122880,030.32,288.56,+0308.11,-0000.00,
011,400416.00,-01650.670560,+03895.123360,030.07,288.99,+0308.08,+0000.05,
011,400416.10,-01650.670430,+03895.123830,029.11,288.81,+0308.04,-0000.02,
011,400416.20,-01650.670300,+03895.124280,028.14,288.25,+0308.03,-0000.02,
011,400416.30,-01650.670180,+03895.124730,027.60,287.37,+0308.06,+0000.04,
011,400416.40,-01650.670070,+03895.125170,026.76,286.75,+0308.06,+0000.10,
011,400416.50,-01650.669960,+03895.125580,025.81,286.64,+0307.95,-0000.02,
011,400416.60,-01650.669860,+03895.125960,024.68,286.37,+0307.85,-0000.03,
011,400416.70,-01650.669760,+03895.126360,024.63,285.59,+0307.91,-0000.03,
011,400416.80,-01650.669670,+03895.126770,024.87,283.97,+0307.89,-0000.25,
011,400416.90,-01650.669580,+03895.127210,026.03,283.13,+0307.94,-0000.47,
011,400417.00,-01650.669510,+03895.127640,025.63,281.24,+0307.94,-0000.55,
011,400417.10,-01650.669450,+03895.128050,024.97,280.16,+0307.92,-0000.54,
011,400417.20,-01650.669400,+03895.128430,023.90,279.00,+0307.95,-0000.35,
011,400417.30,-01650.669370,+03895.128840,024.29,276.73,+0307.99,-0000.44,
011,400417.40,-01650.669340,+03895.129230,023.56,275.69,+0308.04,-0000.32,
011,400417.50,-01650.669330,+03895.129620,022.99,273.91,+0308.11,-0000.26,
011,400417.60,-01650.669310,+03895.129990,022.27,273.55,+0308.10,-0000.32,
011,400417.70,-01650.669310,+03895.130340,021.69,272.89,+0308.05,-0000.38,
011,400417.80,-01650.669310,+03895.130680,021.31,272.34,+0307.97,-0000.34,
011,400417.90,-01650.669310,+03895.131020,020.45,271.91,+0307.94,-0000.37,
011,400418.00,-01650.669310,+03895.131370,020.90,271.65,+0308.00,-0000.35,
011,400418.10,-01650.669300,+03895.131710,019.99,272.60,+0307.93,-0000.42,
011,400418.20,-01650.669280,+03895.132010,018.74,274.64,+0307.72,-0000.47,
011,400418.30,-01650.669250,+03895.132290,018.27,276.68,+0307.57,-0000.42,
011,400418.40,-01650.669230,+03895.132560,017.45,277.51,+0307.30,-0000.63,
011,400418.50,-01650.669200,+03895.132820,016.76,279.06,+0307.05,-0000.70,
011,400418.60,-01650.669180,+03895.133110,017.33,278.36,+0307.07,-0000.70,
011,400418.70,-01650.669150,+03895.133410,016.77,278.51,+0307.11,-0000.69,
011,400418.80,-01650.669110,+03895.133680,016.44,280.22,+0307.02,-0000.73,
011,400418.90,-01650.669050,+03895.133940,016.11,282.23,+0306.95,-0000.64,
011,400419.00,-01650.668990,+03895.134200,015.62,283.90,+0306.91,-0000.71,
011,400419.10,-01650.668930,+03895.134450,015.47,285.45,+0306.84,-0000.61,
011,400419.20,-01650.668860,+03895.134690,014.70,288.03,+0306.84,-0000.53,
011,400419.30,-01650.668790,+03895.134920,014.27,288.61,+0306.79,-0000.71,
011,400419.40,-01650.668730,+03895.135130,012.92,289.77,+0306.73,-0000.59,
011,400419.50,-01650.668670,+03895.135320,012.50,289.80,+0306.69,-0000.58,
011,400419.60,-01650.668610,+03895.135520,011.97,289.26,+0306.71,-0000.53,
011,400419.70,-01650.668550,+03895.135690,011.42,291.66,+0306.67,-0000.49,
011,400419.80,-01650.668500,+03895.135860,010.51,291.44,+0306.62,-0000.52,
011,400419.90,-01650.668440,+03895.136010,010.01,293.29,+0306.60,-0000.53,
011,400420.00,-01650.668390,+03895.136150,009.00,294.17,+0306.54,-0000.59,
011,400420.10,-01650.668340,+03895.136300,009.02,293.05,+0306.64,-0000.55,
011,400420.20,-01650.668290,+03895.136450,008.60,292.32,+0306.70,-0000.51,
011,400420.30,-01650.668260,+03895.136550,006.75,292.38,+0306.67,-0000.46,
011,400420.40,-01650.668230,+03895.136660,006.22,291.26,+0306.68,-0000.46,
011,400420.50,-01650.668200,+03895.136740,005.19,292.35,+0306.68,-0000.23,
011,400420.60,-01650.668180,+03895.136800,003.49,293.99,+0306.59,-0000.29,
011,400420.70,-01650.668170,+03895.136850,003.04,293.40,+0306.56,-0000.28,
011,400420.80,-01650.668160,+03895.136910,003.31,291.62,+0306.51,-0000.41,
011,400420.90,-01650.668150,+03895.136950,002.11,291.62,+0306.51,-0000.44,
011,400421.00,-01650.668140,+03895.136980,001.71,291.62,+0306.44,-0000.43,
011,400421.10,-01650.668140,+03895.137010,000.78,291.62,+0306.44,-0000.50,
011,400421.20,-01650.668130,+03895.137030,001.04,291.62,+0306.45,-0000.47,
011,400421.30,-01650.668130,+03895.137060,000.83,291.62,+0306.51,-0000.50,
011,400421.40,-01650.668120,+03895.137080,000.24,291.62,+0306.55,-0000.47,
011,400421.50,-01650.668120,+03895.137090,000.33,291.62,+0306.59,-0000.44,
011,400421.60,-01650.668110,+03895.137100,000.58,291.62,+0306.59,-0000.50,
011,400421.70,-01650.668110,+03895.137100,000.29,291.62,+0306.63,-0000.42,
011,400421.80,-01650.668110,+03895.137110,000.56,291.62,+0306.70,-0000.38,
011,400421.90,-01650.668100,+03895.137110,000.49,291.62,+0306.74,-0000.37,
011,400422.00,-01650.668100,+03895.137120,000.18,291.62,+0306.76,-0000.37,
011,400422.10,-01650.668090,+03895.137140,000.32,291.62,+0306.79,-0000.38,
011,400422.20,-01650.668080,+03895.137150,000.17,291.62,+0306.76,-0000.41,
011,400422.30,-01650.668060,+03895.137160,000.54,291.62,+0306.79,-0000.34,
011,400422.40,-01650.668060,+03895.137170,000.16,291.62,+0306.85,-0000.28,
011,400422.50,-01650.668060,+03895.137190,000.34,291.62,+0306.94,-0000.29,
011,400422.60,-01650.668040,+03895.137220,000.65,291.62,+0307.15,+0000.01,
011,400422.70,-01650.668030,+03895.137230,000.49,291.62,+0307.13,-0000.14,
011,400422.80,-01650.668030,+03895.137230,000.77,291.62,+0307.12,-0000.16,
011,400422.90,-01650.668020,+03895.137230,000.84,291.62,+0307.16,-0000.14,
011,400423.00,-01650.668010,+03895.137230,000.48,291.62,+0307.17,-0000.18,
010,400942.20,-01650.668510,+03895.137520,009.43,289.41,+0309.96,-0000.03,
